Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Excel,complete,openFile,Sheet1,2019-02-22T03:41:30.747+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:41:40.243+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:41:44.730+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:41:51.268+11:00,confirm,Web,complete,clickButton,2019-02-22T03:42:04.352+11:00,Web,complete,waitResponse,2019-02-22T03:42:06.296+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T03:42:06.296+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:42:19.709+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:42:25.046+11:00,confirm,Web,complete,clickButton,2019-02-22T03:42:31.549+11:00,Web,complete,waitResponse,2019-02-22T03:42:34.129+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Excel,complete,openFile,Sheet1,2019-02-22T03:43:59.591+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:44:11.976+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:44:23.216+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:44:31.469+11:00,confirm,Web,complete,clickButton,2019-02-22T03:44:39.137+11:00,Web,complete,waitResponse,2019-02-22T03:44:42.499+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T03:44:50.786+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:45:04.195+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:45:06.383+11:00,confirm,Web,complete,clickButton,2019-02-22T03:45:11.154+11:00,Web,complete,waitResponse,2019-02-22T03:45:14.117+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Excel,complete,openFile,Sheet1,2019-02-22T03:45:52.516+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:45:56.711+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:46:04.263+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:46:10.408+11:00,confirm,Web,complete,clickButton,2019-02-22T03:46:20.956+11:00,Web,complete,waitResponse,2019-02-22T03:46:24.721+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T03:46:26.723+11:00,B2,Web,complete,clickButton,2019-02-22T03:46:29.175+11:00,ID,182381,Web,complete,insertValue,2019-02-22T03:46:31.712+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T03:46:33.456+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Excel,complete,openFile,Sheet1,2019-02-22T03:46:54.936+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:46:54.936+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:47:02.836+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:47:05.868+11:00,confirm,Web,complete,clickButton,2019-02-22T03:47:14.414+11:00,Web,complete,waitResponse,2019-02-22T03:47:17.494+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T03:47:24.003+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:47:24.129+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:47:28.328+11:00,confirm,Web,complete,clickButton,2019-02-22T03:47:40.088+11:00,Web,complete,waitResponse,2019-02-22T03:47:43.934+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Excel,complete,openFile,Sheet1,2019-02-22T03:48:24.871+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:48:32.316+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:48:40.775+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:48:50.868+11:00,confirm,Web,complete,clickButton,2019-02-22T03:48:58.852+11:00,Web,complete,waitResponse,2019-02-22T03:49:01.842+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T03:49:16.654+11:00,B2,Web,complete,clickButton,2019-02-22T03:49:19.338+11:00,ID,182381,Web,complete,insertValue,2019-02-22T03:49:22.680+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T03:49:26.188+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Excel,complete,openFile,Sheet1,2019-02-22T03:49:47.282+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:49:59.318+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:49:59.672+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:50:09.046+11:00,confirm,Web,complete,clickButton,2019-02-22T03:50:12.354+11:00,Web,complete,waitResponse,2019-02-22T03:50:12.937+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T03:50:21.238+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:50:32.209+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:50:39.312+11:00,confirm,Web,complete,clickButton,2019-02-22T03:50:45.636+11:00,Web,complete,waitResponse,2019-02-22T03:50:49.190+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Excel,complete,openFile,Sheet1,2019-02-22T03:51:46.107+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:51:49.426+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:52:00.091+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:52:07.933+11:00,confirm,Web,complete,clickButton,2019-02-22T03:52:24.798+11:00,Web,complete,waitResponse,2019-02-22T03:52:27.862+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T03:52:31.039+11:00,B2,Web,complete,clickButton,2019-02-22T03:52:33.285+11:00,ID,182381,Web,complete,insertValue,2019-02-22T03:52:36.335+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T03:52:38.692+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Excel,complete,openFile,Sheet1,2019-02-22T03:52:59.754+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:53:03.906+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:53:19.879+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:53:30.669+11:00,confirm,Web,complete,clickButton,2019-02-22T03:53:33.768+11:00,Web,complete,waitResponse,2019-02-22T03:53:35.879+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T03:53:45.295+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T03:53:47.376+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T03:53:50.750+11:00,cancel,Web,complete,clickButton,2019-02-22T03:53:51.756+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Excel,complete,openFile,Sheet1,2019-02-22T03:54:01.756+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:54:02.138+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:54:05.011+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:54:13.365+11:00,confirm,Web,complete,clickButton,2019-02-22T03:54:13.365+11:00,Web,complete,waitResponse,2019-02-22T03:54:15.889+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T03:54:31.093+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:54:38.723+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:54:50.489+11:00,confirm,Web,complete,clickButton,2019-02-22T03:55:04.453+11:00,Web,complete,waitResponse,2019-02-22T03:55:08.032+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Excel,complete,openFile,Sheet1,2019-02-22T03:55:52.755+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:56:04+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:56:15.649+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:56:30.616+11:00,confirm,Web,complete,clickButton,2019-02-22T03:56:39.747+11:00,Web,complete,waitResponse,2019-02-22T03:56:42.301+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T03:56:44.626+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T03:56:46.341+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T03:56:49.182+11:00,cancel,Web,complete,clickButton,2019-02-22T03:56:53.260+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Excel,complete,openFile,Sheet1,2019-02-22T03:57:03.260+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:57:05.526+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:57:17.575+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:57:23.281+11:00,confirm,Web,complete,clickButton,2019-02-22T03:57:38.839+11:00,Web,complete,waitResponse,2019-02-22T03:57:40.159+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T03:57:45.466+11:00,B2,Web,complete,clickButton,2019-02-22T03:57:50.325+11:00,ID,182381,Web,complete,insertValue,2019-02-22T03:57:52.739+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T03:57:57.036+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Excel,complete,openFile,Sheet1,2019-02-22T03:58:21.304+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:58:25.058+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:58:29.490+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:58:29.490+11:00,confirm,Web,complete,clickButton,2019-02-22T03:58:42.705+11:00,Web,complete,waitResponse,2019-02-22T03:58:44.901+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T03:58:49.300+11:00,B2,Web,complete,clickButton,2019-02-22T03:58:52.786+11:00,ID,182381,Web,complete,insertValue,2019-02-22T03:58:54.938+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T03:58:58.346+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Excel,complete,openFile,Sheet1,2019-02-22T03:59:18.463+11:00,data.xls,Web,complete,goToUrl,2019-02-22T03:59:31.657+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T03:59:42.125+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T03:59:51.597+11:00,confirm,Web,complete,clickButton,2019-02-22T03:59:53.157+11:00,Web,complete,waitResponse,2019-02-22T03:59:54.759+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:00:08.943+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:00:12.994+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:00:15.638+11:00,cancel,Web,complete,clickButton,2019-02-22T04:00:18.293+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Excel,complete,openFile,Sheet1,2019-02-22T04:00:28.293+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:00:35.292+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:00:47.802+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:00:47.802+11:00,confirm,Web,complete,clickButton,2019-02-22T04:00:54.699+11:00,Web,complete,waitResponse,2019-02-22T04:00:56.808+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:01:01.964+11:00,B2,Web,complete,clickButton,2019-02-22T04:01:06.560+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:01:08.009+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:01:11.320+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Excel,complete,openFile,Sheet1,2019-02-22T04:01:35.763+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:01:48.511+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:02:04.774+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:02:19.836+11:00,confirm,Web,complete,clickButton,2019-02-22T04:02:32.296+11:00,Web,complete,waitResponse,2019-02-22T04:02:34.938+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:02:37.770+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:02:46.698+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:02:47.697+11:00,confirm,Web,complete,clickButton,2019-02-22T04:02:56.812+11:00,Web,complete,waitResponse,2019-02-22T04:02:59.826+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Excel,complete,openFile,Sheet1,2019-02-22T04:03:48.810+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:03:59.396+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:04:02.423+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:04:07.019+11:00,confirm,Web,complete,clickButton,2019-02-22T04:04:19.196+11:00,Web,complete,waitResponse,2019-02-22T04:04:23.447+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:04:39.999+11:00,B2,Web,complete,clickButton,2019-02-22T04:04:42.656+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:04:44.270+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:04:47.024+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Excel,complete,openFile,Sheet1,2019-02-22T04:05:08.636+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:05:20.730+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:05:27.106+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:05:36.737+11:00,confirm,Web,complete,clickButton,2019-02-22T04:05:39.162+11:00,Web,complete,waitResponse,2019-02-22T04:05:43.968+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:05:45.898+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:05:47.152+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:05:49.173+11:00,cancel,Web,complete,clickButton,2019-02-22T04:05:52.316+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Excel,complete,openFile,Sheet1,2019-02-22T04:06:02.316+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:06:10.625+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:06:21.231+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:06:21.231+11:00,confirm,Web,complete,clickButton,2019-02-22T04:06:41.610+11:00,Web,complete,waitResponse,2019-02-22T04:06:45.496+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:06:50.230+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:06:50.230+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:06:54.499+11:00,confirm,Web,complete,clickButton,2019-02-22T04:07:07.185+11:00,Web,complete,waitResponse,2019-02-22T04:07:10.732+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Excel,complete,openFile,Sheet1,2019-02-22T04:07:51.580+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:07:55.760+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:08:00.019+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:08:00.561+11:00,confirm,Web,complete,clickButton,2019-02-22T04:08:02.814+11:00,Web,complete,waitResponse,2019-02-22T04:08:05.938+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:08:15.948+11:00,B2,Web,complete,clickButton,2019-02-22T04:08:18.170+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:08:19.206+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:08:22.314+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Excel,complete,openFile,Sheet1,2019-02-22T04:08:43.217+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:08:49.819+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:08:57.667+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:09:14.099+11:00,confirm,Web,complete,clickButton,2019-02-22T04:09:20.255+11:00,Web,complete,waitResponse,2019-02-22T04:09:23.067+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:09:34.093+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:09:38.379+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:09:42.531+11:00,cancel,Web,complete,clickButton,2019-02-22T04:09:44.054+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Excel,complete,openFile,Sheet1,2019-02-22T04:09:54.054+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:09:59.606+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:10:12.386+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:10:26.028+11:00,confirm,Web,complete,clickButton,2019-02-22T04:10:29.822+11:00,Web,complete,waitResponse,2019-02-22T04:10:33.391+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:10:44.012+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:10:44.012+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:10:51.330+11:00,confirm,Web,complete,clickButton,2019-02-22T04:10:56.378+11:00,Web,complete,waitResponse,2019-02-22T04:11:00.226+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Excel,complete,openFile,Sheet1,2019-02-22T04:11:35.696+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:11:44.344+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:11:46.711+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:11:54.959+11:00,confirm,Web,complete,clickButton,2019-02-22T04:11:54.959+11:00,Web,complete,waitResponse,2019-02-22T04:11:58.612+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:12:00.995+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:12:10.848+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:12:17.779+11:00,confirm,Web,complete,clickButton,2019-02-22T04:12:30.445+11:00,Web,complete,waitResponse,2019-02-22T04:12:34.214+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Excel,complete,openFile,Sheet1,2019-02-22T04:14:01.630+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:14:13.875+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:14:20.405+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:14:26.085+11:00,confirm,Web,complete,clickButton,2019-02-22T04:14:34.091+11:00,Web,complete,waitResponse,2019-02-22T04:14:36.706+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:14:41.248+11:00,B2,Web,complete,clickButton,2019-02-22T04:14:43.776+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:14:45.532+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:14:47.016+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Excel,complete,openFile,Sheet1,2019-02-22T04:15:07.818+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:15:18.824+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:15:27.947+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:15:31.494+11:00,confirm,Web,complete,clickButton,2019-02-22T04:15:39.999+11:00,Web,complete,waitResponse,2019-02-22T04:15:41.822+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:15:56.304+11:00,B2,Web,complete,clickButton,2019-02-22T04:15:57.637+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:16:01.129+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:16:03.665+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Excel,complete,openFile,Sheet1,2019-02-22T04:16:25.060+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:16:43.085+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:16:48.338+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:17:00.003+11:00,confirm,Web,complete,clickButton,2019-02-22T04:17:02.904+11:00,Web,complete,waitResponse,2019-02-22T04:17:03.215+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T04:17:09.977+11:00,B2,Web,complete,clickButton,2019-02-22T04:17:12.942+11:00,ID,182381,Web,complete,insertValue,2019-02-22T04:17:16.241+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T04:17:19.381+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Excel,complete,openFile,Sheet1,2019-02-22T04:17:43.042+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:17:46.948+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:17:58.522+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:18:10.443+11:00,confirm,Web,complete,clickButton,2019-02-22T04:18:18.407+11:00,Web,complete,waitResponse,2019-02-22T04:18:22.778+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:18:31.714+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:18:36.242+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:18:50.160+11:00,confirm,Web,complete,clickButton,2019-02-22T04:18:59.875+11:00,Web,complete,waitResponse,2019-02-22T04:19:04.147+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Excel,complete,openFile,Sheet1,2019-02-22T04:19:45.917+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:19:47.964+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:19:47.964+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:19:51.375+11:00,confirm,Web,complete,clickButton,2019-02-22T04:20:00.191+11:00,Web,complete,waitResponse,2019-02-22T04:20:02.435+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T04:20:09.567+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:20:22.209+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:20:34.103+11:00,confirm,Web,complete,clickButton,2019-02-22T04:20:45.263+11:00,Web,complete,waitResponse,2019-02-22T04:20:49.198+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Excel,complete,openFile,Sheet1,2019-02-22T04:21:19.008+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:21:31.610+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:21:48.183+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:21:59.980+11:00,confirm,Web,complete,clickButton,2019-02-22T04:21:59.980+11:00,Web,complete,waitResponse,2019-02-22T04:22:03.039+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:22:13.369+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:22:16.728+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:22:19.884+11:00,cancel,Web,complete,clickButton,2019-02-22T04:22:23.582+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Excel,complete,openFile,Sheet1,2019-02-22T04:22:33.582+11:00,data.xls,Web,complete,goToUrl,2019-02-22T04:22:34.926+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T04:22:40.756+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T04:22:44.046+11:00,confirm,Web,complete,clickButton,2019-02-22T04:22:54.023+11:00,Web,complete,waitResponse,2019-02-22T04:22:56.127+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T04:23:06.095+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T04:23:10.612+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T04:23:13.062+11:00,cancel,Web,complete,clickButton,2019-02-22T04:23:16.203+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
